y	yend	showSelected2	group
-1.97143084780323	0.984771612385425	19	165
-1.97143084780323	0.984771612385425	19	166
-1.97143084780323	0.984771612385425	19	167
-1.97143084780323	0.984771612385425	19	168
-1.97143084780323	0.984771612385425	19	169
-1.97143084780323	0.984771612385425	19	170
-1.97143084780323	0.984771612385425	19	171
-1.97143084780323	0.984771612385425	20	172
-1.97143084780323	0.984771612385425	20	173
-1.97143084780323	0.984771612385425	20	174
-1.97143084780323	0.984771612385425	20	175
-1.97143084780323	0.984771612385425	20	176
-1.97143084780323	0.984771612385425	20	177
-1.97143084780323	0.984771612385425	20	178
-1.97143084780323	0.984771612385425	20	179
-1.97143084780323	0.984771612385425	20	180
-1.97143084780323	0.984771612385425	20	181
-1.97143084780323	0.984771612385425	20	182
-1.97143084780323	0.984771612385425	20	183
-1.97143084780323	0.984771612385425	20	184
-1.97143084780323	0.984771612385425	20	185
-1.97143084780323	0.984771612385425	20	186
-1.97143084780323	0.984771612385425	20	187
-1.97143084780323	0.984771612385425	20	188
-1.97143084780323	0.984771612385425	20	189
-1.97143084780323	0.984771612385425	20	190
